id,汉字,出现次数,频率（%）,累积频率（%）
3151,磅,124,0.0008,99.3409
3152,郝,124,0.0008,99.3449
3153,芯,124,0.0008,99.3465
3154,卉,124,0.0008,99.3441
3155,诫,124,0.0008,99.3433
3156,驮,124,0.0008,99.3417
3157,骼,124,0.0008,99.3425
3158,蜕,123,0.0008,99.3473
3159,崽,123,0.0008,99.3481
3160,墩,123,0.0008,99.3489
3161,迦,123,0.0008,99.3497
3162,屎,123,0.0008,99.3505
3163,陨,123,0.0008,99.3513
3164,桦,123,0.0008,99.3521
3165,敛,123,0.0008,99.3529
3166,倪,122,0.0008,99.3545
3167,讥,122,0.0008,99.3537
3168,鳃,122,0.0008,99.3553
3169,氟,122,0.0008,99.3561
3170,祠,121,0.0008,99.3633
3171,晤,121,0.0008,99.3569
3172,趴,121,0.0008,99.3577
3173,瑚,121,0.0008,99.3585
3174,苛,121,0.0008,99.3593
3175,寥,121,0.0008,99.3601
3176,惭,121,0.0008,99.3609
3177,宵,121,0.0008,99.3617
3178,靶,121,0.0008,99.3625
3179,倌,120,0.0008,99.3641
3180,砾,120,0.0008,99.3673
3181,厕,120,0.0008,99.3681
3182,钳,120,0.0008,99.3665
3183,肘,120,0.0008,99.3657
3184,眺,120,0.0008,99.3649
3185,甭,119,0.0008,99.3713
3186,呗,119,0.0008,99.3761
3187,鲍,119,0.0008,99.3769
3188,盔,119,0.0008,99.3753
3189,镰,119,0.0008,99.3745
3190,拽,119,0.0008,99.3737
3191,酝,119,0.0008,99.3689
3192,怡,119,0.0008,99.3729
3193,菇,119,0.0008,99.3721
3194,搓,119,0.0008,99.3705
3195,醛,119,0.0008,99.3697
3196,涕,118,0.0008,99.3785
3197,噬,118,0.0008,99.3793
3198,蒜,118,0.0008,99.3801
3199,囱,118,0.0008,99.3809
3200,愕,118,0.0008,99.3777
3201,孚,117,0.0008,99.3833
3202,壕,117,0.0008,99.3841
3203,鸥,117,0.0008,99.3849
3204,唠,117,0.0008,99.3825
3205,濒,117,0.0008,99.3817
3206,渤,116,0.0007,99.3856
3207,撮,116,0.0007,99.3863
3208,拇,116,0.0007,99.387
3209,琅,116,0.0007,99.3877
3210,呻,116,0.0007,99.3884
3211,撩,116,0.0007,99.3891
3212,桨,115,0.0007,99.394
3213,佟,115,0.0007,99.3933
3214,皿,115,0.0007,99.3926
3215,嘘,115,0.0007,99.3954
3216,襄,115,0.0007,99.3919
3217,胰,115,0.0007,99.3898
3218,鞠,115,0.0007,99.3912
3219,泓,115,0.0007,99.3947
3220,蝗,115,0.0007,99.3905
3221,橱,114,0.0007,99.3982
3222,蝠,114,0.0007,99.3975
3223,伶,114,0.0007,99.3961
3224,倔,114,0.0007,99.3968
3225,酌,114,0.0007,99.3989
3226,黯,113,0.0007,99.4003
3227,秸,113,0.0007,99.401
3228,圳,113,0.0007,99.4017
3229,绚,113,0.0007,99.4024
3230,庇,113,0.0007,99.4031
3231,窦,113,0.0007,99.4038
3232,酯,113,0.0007,99.4045
3233,睦,113,0.0007,99.3996
3234,屉,112,0.0007,99.4136
3235,窒,112,0.0007,99.4129
3236,兀,112,0.0007,99.4122
3237,樊,112,0.0007,99.4115
3238,庶,112,0.0007,99.4108
3239,妓,112,0.0007,99.4101
3240,戎,112,0.0007,99.4094
3241,岱,112,0.0007,99.4087
3242,滇,112,0.0007,99.4052
3243,侗,112,0.0007,99.408
3244,簸,112,0.0007,99.4143
3245,迸,112,0.0007,99.4073
3246,赎,112,0.0007,99.4066
3247,沥,112,0.0007,99.4059
3248,眩,111,0.0007,99.4213
3249,雏,111,0.0007,99.415
3250,凛,111,0.0007,99.4206
3251,旭,111,0.0007,99.422
3252,苑,111,0.0007,99.4199
3253,撼,111,0.0007,99.4192
3254,懊,111,0.0007,99.4157
3255,庵,111,0.0007,99.4185
3256,骇,111,0.0007,99.4178
3257,骡,111,0.0007,99.4171
3258,5,111,0.0007,99.4164
3259,汝,110,0.0007,99.4227
3260,喽,110,0.0007,99.4234
3261,栅,110,0.0007,99.4241
3262,挎,109,0.0007,99.429
3263,徙,109,0.0007,99.4255
3264,邱,109,0.0007,99.4283
3265,冉,109,0.0007,99.4304
3266,蠕,109,0.0007,99.4297
3267,瘾,109,0.0007,99.4248
3268,峪,109,0.0007,99.4269
3269,蜻,109,0.0007,99.4262
3270,茬,109,0.0007,99.4276
3271,篡,108,0.0007,99.4367
3272,绊,108,0.0007,99.436
3273,亢,108,0.0007,99.4353
3274,猖,108,0.0007,99.4311
3275,嚎,108,0.0007,99.4339
3276,荔,108,0.0007,99.4374
3277,廿,108,0.0007,99.4332
3278,癞,108,0.0007,99.4325
3279,萤,108,0.0007,99.4318
3280,秽,108,0.0007,99.4346
3281,鳄,107,0.0007,99.4402
3282,呛,107,0.0007,99.4409
3283,汞,107,0.0007,99.4395
3284,瞄,107,0.0007,99.4388
3285,攘,107,0.0007,99.4381
3286,挛,106,0.0007,99.4423
3287,兢,106,0.0007,99.443
3288,啤,106,0.0007,99.4416
3289,陇,106,0.0007,99.4437
3290,汲,106,0.0007,99.4486
3291,漉,106,0.0007,99.4444
3292,寝,106,0.0007,99.4451
3293,募,106,0.0007,99.4458
3294,贻,106,0.0007,99.4465
3295,黔,106,0.0007,99.4472
3296,遏,106,0.0007,99.4479
3297,邯,105,0.0007,99.45
3298,酥,105,0.0007,99.4591
3299,蝙,105,0.0007,99.4584
3300,阜,105,0.0007,99.4577
3301,婪,105,0.0007,99.457
3302,氦,105,0.0007,99.4563
3303,狈,105,0.0007,99.4556
3304,嗒,105,0.0007,99.4549
3305,缎,105,0.0007,99.4542
3306,刁,105,0.0007,99.4493
3307,瞻,105,0.0007,99.4528
3308,篱,105,0.0007,99.4598
3309,煽,105,0.0007,99.4521
3310,墟,105,0.0007,99.4514
3311,橘,105,0.0007,99.4507
3312,惋,105,0.0007,99.4535
3313,舵,104,0.0007,99.4647
3314,埠,104,0.0007,99.4654
3315,尴,104,0.0007,99.464
3316,尬,104,0.0007,99.4633
3317,岚,104,0.0007,99.4605
3318,肋,104,0.0007,99.4626
3319,褶,104,0.0007,99.4619
3320,潺,104,0.0007,99.4612
3321,谕,103,0.0007,99.4661
3322,亨,103,0.0007,99.4668
3323,蜓,103,0.0007,99.4675
3324,苷,103,0.0007,99.4682
3325,裔,102,0.0007,99.4696
3326,贿,102,0.0007,99.4703
3327,悍,102,0.0007,99.471
3328,蓦,102,0.0007,99.4717
3329,逞,102,0.0007,99.4724
3330,於,102,0.0007,99.4689
3331,迂,101,0.0006,99.476
3332,谛,101,0.0006,99.4766
3333,邵,101,0.0006,99.473
3334,陛,101,0.0006,99.4736
3335,嬉,101,0.0006,99.4742
3336,刃,101,0.0006,99.4748
3337,砧,101,0.0006,99.4754
3338,粱,100,0.0006,99.4772
3339,苞,100,0.0006,99.4778
3340,_,100,0.0006,99.4784
3341,猾,100,0.0006,99.479
3342,揩,100,0.0006,99.4796
3343,斟,99,0.0006,99.4832
3344,坷,99,0.0006,99.4826
3345,酮,99,0.0006,99.482
3346,芜,99,0.0006,99.4844
3347,赦,99,0.0006,99.4802
3348,纶,99,0.0006,99.4814
3349,馋,99,0.0006,99.485
3350,沐,99,0.0006,99.4808
3351,黝,99,0.0006,99.4838
3352,擒,98,0.0006,99.4928
3353,捅,98,0.0006,99.494
3354,钛,98,0.0006,99.4922
3355,泵,98,0.0006,99.4916
3356,哉,98,0.0006,99.491
3357,涝,98,0.0006,99.4856
3358,琶,98,0.0006,99.4904
3359,蝉,98,0.0006,99.4934
3360,缆,98,0.0006,99.4898
3361,傣,98,0.0006,99.4892
3362,缤,98,0.0006,99.4886
3363,孜,98,0.0006,99.488
3364,彦,98,0.0006,99.4874
3365,烹,98,0.0006,99.4868
3366,怅,98,0.0006,99.4862
3367,砰,97,0.0006,99.4988
3368,雍,97,0.0006,99.4946
3369,虞,97,0.0006,99.4952
3370,嘈,97,0.0006,99.4958
3371,栓,97,0.0006,99.4964
3372,胱,97,0.0006,99.497
3373,锭,97,0.0006,99.4976
3374,痉,97,0.0006,99.4982
3375,卦,96,0.0006,99.5
3376,磺,96,0.0006,99.5006
3377,楠,96,0.0006,99.5012
3378,辙,96,0.0006,99.5018
3379,瓢,96,0.0006,99.5024
3380,漾,96,0.0006,99.5054
3381,钊,96,0.0006,99.503
3382,蟆,96,0.0006,99.4994
3383,匿,96,0.0006,99.5036
3384,札,96,0.0006,99.5042
3385,霎,96,0.0006,99.5048
3386,瞩,95,0.0006,99.506
3387,蘑,95,0.0006,99.5066
3388,跺,95,0.0006,99.5114
3389,疡,95,0.0006,99.5072
3390,螂,95,0.0006,99.5078
3391,溺,95,0.0006,99.5084
3392,疹,95,0.0006,99.509
3393,缫,95,0.0006,99.5096
3394,臀,95,0.0006,99.5102
3395,捍,95,0.0006,99.5108
3396,皓,94,0.0006,99.5174
3397,璧,94,0.0006,99.5168
3398,汛,94,0.0006,99.5162
3399,惫,94,0.0006,99.5156
3400,嫦,94,0.0006,99.512
3401,瑁,94,0.0006,99.515
3402,瘪,94,0.0006,99.518
3403,玳,94,0.0006,99.5144
3404,2,94,0.0006,99.5138
3405,膳,94,0.0006,99.5132
3406,骏,94,0.0006,99.5126
3407,伺,93,0.0006,99.5186
3408,峦,93,0.0006,99.5204
3409,疚,93,0.0006,99.5198
3410,浒,93,0.0006,99.5192
3411,睬,93,0.0006,99.5246
3412,呃,93,0.0006,99.524
3413,肴,93,0.0006,99.5234
3414,惘,93,0.0006,99.5228
3415,搀,93,0.0006,99.5222
3416,涧,93,0.0006,99.5216
3417,糠,93,0.0006,99.521
3418,澎,92,0.0006,99.5276
3419,囤,92,0.0006,99.5264
3420,祺,92,0.0006,99.5318
3421,涎,92,0.0006,99.527
3422,拯,92,0.0006,99.5252
3423,殉,92,0.0006,99.5282
3424,蜒,92,0.0006,99.5288
3425,怠,92,0.0006,99.5294
3426,牟,92,0.0006,99.53
3427,曳,92,0.0006,99.5306
3428,靳,92,0.0006,99.5312
3429,凰,92,0.0006,99.5258
3430,蔼,91,0.0006,99.5366
3431,捶,91,0.0006,99.5372
3432,踌,91,0.0006,99.536
3433,鳍,91,0.0006,99.5354
3434,佤,91,0.0006,99.5348
3435,鬓,91,0.0006,99.5324
3436,娴,91,0.0006,99.5342
3437,窿,91,0.0006,99.5336
3438,戊,91,0.0006,99.533
3439,躇,90,0.0006,99.5384
3440,瘀,90,0.0006,99.539
3441,厄,90,0.0006,99.5408
3442,惚,90,0.0006,99.5378
3443,悯,90,0.0006,99.5396
3444,拭,90,0.0006,99.5402
3445,剌,89,0.0006,99.5468
3446,鲢,89,0.0006,99.5462
3447,峙,89,0.0006,99.5456
3448,哒,89,0.0006,99.545
3449,沌,89,0.0006,99.5444
3450,抡,89,0.0006,99.5474
3451,槌,89,0.0006,99.5438
3452,彝,89,0.0006,99.5432
3453,驭,89,0.0006,99.5426
3454,晦,89,0.0006,99.5414
3455,秆,89,0.0006,99.542
3456,钡,88,0.0006,99.5522
3457,丞,88,0.0006,99.5534
3458,瞳,88,0.0006,99.548
3459,馨,88,0.0006,99.5528
3460,靡,88,0.0006,99.5546
3461,吠,88,0.0006,99.5516
3462,邑,88,0.0006,99.551
3463,殴,88,0.0006,99.5504
3464,阮,88,0.0006,99.554
3465,簌,88,0.0006,99.5498
3466,寰,88,0.0006,99.5552
3467,踞,88,0.0006,99.5492
3468,塾,88,0.0006,99.5486
3469,奕,87,0.0006,99.56
3470,镀,87,0.0006,99.5606
3471,3,87,0.0006,99.5594
3472,攫,87,0.0006,99.5588
3473,侃,87,0.0006,99.5582
3474,琵,87,0.0006,99.5576
3475,褪,87,0.0006,99.557
3476,漓,87,0.0006,99.5564
3477,檀,87,0.0006,99.5558
3478,哧,86,0.0006,99.5618
3479,茹,86,0.0006,99.5648
3480,褥,86,0.0006,99.5642
3481,酰,86,0.0006,99.5636
3482,毋,86,0.0006,99.5612
3483,桓,86,0.0006,99.563
3484,栈,86,0.0006,99.5654
3485,靴,86,0.0006,99.5624
3486,删,85,0.0005,99.5664
3487,碉,85,0.0005,99.5704
3488,墅,85,0.0005,99.5709
3489,螨,85,0.0005,99.5699
3490,嗳,85,0.0005,99.5694
3491,驹,85,0.0005,99.5689
3492,碾,85,0.0005,99.5684
3493,眸,85,0.0005,99.5679
3494,乍,85,0.0005,99.5659
3495,撵,85,0.0005,99.5674
3496,雹,85,0.0005,99.5669
3497,黛,84,0.0005,99.5729
3498,炫,84,0.0005,99.5714
3499,捻,84,0.0005,99.5719
3500,沽,84,0.0005,99.5724
3501,啧,84,0.0005,99.5739
3502,痪,84,0.0005,99.5734
3503,赘,83,0.0005,99.5774
3504,唬,83,0.0005,99.5779
3505,4,83,0.0005,99.5784
3506,宦,83,0.0005,99.5769
3507,憧,83,0.0005,99.5799
3508,蜗,83,0.0005,99.5794
3509,惦,83,0.0005,99.5789
3510,噗,83,0.0005,99.5744
3511,舷,83,0.0005,99.5764
3512,悖,83,0.0005,99.5804
3513,恕,83,0.0005,99.5759
3514,渍,83,0.0005,99.5754
3515,谴,83,0.0005,99.5749
3516,腋,82,0.0005,99.5834
3517,曙,82,0.0005,99.5869
3518,忱,82,0.0005,99.5844
3519,肇,82,0.0005,99.5839
3520,荀,82,0.0005,99.5824
3521,郸,82,0.0005,99.5864
3522,拗,82,0.0005,99.5819
3523,翌,82,0.0005,99.5859
3524,睫,82,0.0005,99.5829
3525,鳖,82,0.0005,99.5814
3526,辗,82,0.0005,99.5809
3527,蚌,82,0.0005,99.5874
3528,斐,82,0.0005,99.5849
3529,幔,82,0.0005,99.5854
3530,酣,81,0.0005,99.5894
3531,隧,81,0.0005,99.5884
3532,厮,81,0.0005,99.5899
3533,锹,81,0.0005,99.5889
3534,耦,81,0.0005,99.5879
3535,蝎,80,0.0005,99.5949
3536,朔,80,0.0005,99.5939
3537,苓,80,0.0005,99.5909
3538,狞,80,0.0005,99.5919
3539,蕃,80,0.0005,99.5944
3540,邃,80,0.0005,99.5934
3541,蜿,80,0.0005,99.5929
3542,饷,80,0.0005,99.5924
3543,垛,80,0.0005,99.5904
3544,伎,80,0.0005,99.5914
3545,迢,79,0.0005,99.5959
3546,栩,79,0.0005,99.5989
3547,谍,79,0.0005,99.5994
3548,鑫,79,0.0005,99.5984
3549,瞟,79,0.0005,99.5979
3550,詹,79,0.0005,99.5974
3551,椰,79,0.0005,99.5969
3552,戌,79,0.0005,99.5954
3553,掖,79,0.0005,99.5964
3554,禀,78,0.0005,99.5999
3555,孽,78,0.0005,99.6004
3556,鞘,78,0.0005,99.6009
3557,渲,78,0.0005,99.6014
3558,篓,78,0.0005,99.6019
3559,袅,77,0.0005,99.6034
3560,垣,77,0.0005,99.6039
3561,偎,77,0.0005,99.6024
3562,唰,77,0.0005,99.6054
3563,抿,77,0.0005,99.6094
3564,揍,77,0.0005,99.6089
3565,岖,77,0.0005,99.6084
3566,矗,77,0.0005,99.6079
3567,萃,77,0.0005,99.6049
3568,竺,77,0.0005,99.6074
3569,瀚,77,0.0005,99.6029
3570,芋,77,0.0005,99.6069
3571,盎,77,0.0005,99.6064
3572,跄,77,0.0005,99.6044
3573,粕,77,0.0005,99.6059
3574,绽,77,0.0005,99.6099
3575,踉,76,0.0005,99.6159
3576,俨,76,0.0005,99.6104
3577,瘟,76,0.0005,99.6154
3578,—,76,0.0005,99.6164
3579,缦,76,0.0005,99.6149
3580,菠,76,0.0005,99.6144
3581,缉,76,0.0005,99.6139
3582,蟀,76,0.0005,99.6134
3583,晾,76,0.0005,99.6109
3584,遐,76,0.0005,99.6129
3585,岑,76,0.0005,99.6124
3586,裘,76,0.0005,99.6119
3587,汀,76,0.0005,99.6114
3588,肛,75,0.0005,99.6214
3589,搔,75,0.0005,99.6219
3590,嚓,75,0.0005,99.6209
3591,藓,75,0.0005,99.6229
3592,糯,75,0.0005,99.6224
3593,咆,75,0.0005,99.6204
3594,瓮,75,0.0005,99.6179
3595,娄,75,0.0005,99.6184
3596,攥,75,0.0005,99.6189
3597,恬,75,0.0005,99.6194
3598,岐,75,0.0005,99.6199
3599,坯,75,0.0005,99.6174
3600,莓,75,0.0005,99.6169
3601,蘸,74,0.0005,99.6279
3602,瑙,74,0.0005,99.6254
3603,搪,74,0.0005,99.6234
3604,柚,74,0.0005,99.6244
3605,蹭,74,0.0005,99.6264
3606,犀,74,0.0005,99.6249
3607,炔,74,0.0005,99.6294
3608,珑,74,0.0005,99.6259
3609,唧,74,0.0005,99.6269
3610,蟋,74,0.0005,99.6274
3611,龈,74,0.0005,99.6239
3612,屹,74,0.0005,99.6289
3613,噶,74,0.0005,99.6284
3614,懦,73,0.0005,99.6319
3615,犊,73,0.0005,99.6329
3616,臻,73,0.0005,99.6299
3617,喔,73,0.0005,99.6354
3618,珞,73,0.0005,99.6349
3619,臆,73,0.0005,99.6344
3620,鹦,73,0.0005,99.6339
3621,倏,73,0.0005,99.6334
3622,捺,73,0.0005,99.6304
3623,葆,73,0.0005,99.6324
3624,懵,73,0.0005,99.6314
3625,嗖,73,0.0005,99.6309
3626,偕,72,0.0005,99.6404
3627,衅,72,0.0005,99.6384
3628,笠,72,0.0005,99.6389
3629,侈,72,0.0005,99.6399
3630,坍,72,0.0005,99.6409
3631,腆,72,0.0005,99.6364
3632,翡,72,0.0005,99.6379
3633,叼,72,0.0005,99.6369
3634,颐,72,0.0005,99.6394
3635,楷,72,0.0005,99.6374
3636,擂,72,0.0005,99.6359
3637,舔,71,0.0005,99.6459
3638,憬,71,0.0005,99.6454
3639,筏,71,0.0005,99.6449
3640,垢,71,0.0005,99.6444
3641,肮,71,0.0005,99.6464
3642,帚,71,0.0005,99.6439
3643,曝,71,0.0005,99.6414
3644,镍,71,0.0005,99.6434
3645,骥,71,0.0005,99.6469
3646,侠,71,0.0005,99.6429
3647,嗤,71,0.0005,99.6424
3648,喏,71,0.0005,99.6419
3649,凋,70,0.0005,99.6534
3650,舜,70,0.0005,99.6544
3651,崛,70,0.0005,99.6519
3652,沮,70,0.0005,99.6529
3653,壑,70,0.0005,99.6539
3654,箔,70,0.0005,99.6554
3655,臼,70,0.0005,99.6559
3656,竣,70,0.0005,99.6564
3657,殆,70,0.0005,99.6569
3658,掐,70,0.0005,99.6574
3659,穹,70,0.0005,99.6549
3660,鹉,70,0.0005,99.6514
3661,箫,70,0.0005,99.6479
3662,鸠,70,0.0005,99.6484
3663,芥,70,0.0005,99.6489
3664,燎,70,0.0005,99.6494
3665,榻,70,0.0005,99.6499
3666,蕨,70,0.0005,99.6504
3667,夭,70,0.0005,99.6524
3668,诣,70,0.0005,99.6509
3669,惺,70,0.0005,99.6474
3670,霄,69,0.0004,99.6622
3671,磊,69,0.0004,99.6614
3672,炙,69,0.0004,99.661
3673,蹑,69,0.0004,99.6606
3674,楂,69,0.0004,99.6602
3675,琦,69,0.0004,99.6618
3676,僮,69,0.0004,99.6578
3677,祁,69,0.0004,99.6594
3678,鞑,69,0.0004,99.659
3679,榕,69,0.0004,99.6586
3680,荪,69,0.0004,99.6598
3681,婢,69,0.0004,99.6582
3682,踊,68,0.0004,99.6662
3683,吝,68,0.0004,99.6658
3684,矜,68,0.0004,99.6654
3685,娅,68,0.0004,99.6626
3686,祟,68,0.0004,99.665
3687,娣,68,0.0004,99.6666
3688,跛,68,0.0004,99.6646
3689,蛹,68,0.0004,99.6642
3690,笙,68,0.0004,99.6638
3691,赃,68,0.0004,99.6634
3692,妊,68,0.0004,99.663
3693,锢,67,0.0004,99.6706
3694,韫,67,0.0004,99.6702
3695,荤,67,0.0004,99.6698
3696,羁,67,0.0004,99.6694
3697,捋,67,0.0004,99.6714
3698,攒,67,0.0004,99.667
3699,瞿,67,0.0004,99.669
3700,饺,67,0.0004,99.6686
3701,腼,67,0.0004,99.6682
3702,奚,67,0.0004,99.6674
3703,帷,67,0.0004,99.6678
3704,蟾,67,0.0004,99.671
3705,蛀,66,0.0004,99.675
3706,抨,66,0.0004,99.6746
3707,婕,66,0.0004,99.6742
3708,哝,66,0.0004,99.6718
3709,糜,66,0.0004,99.6734
3710,杈,66,0.0004,99.6754
3711,馍,66,0.0004,99.673
3712,粼,66,0.0004,99.6726
3713,悻,66,0.0004,99.6722
3714,槛,66,0.0004,99.6738
3715,漩,65,0.0004,99.6794
3716,兮,65,0.0004,99.6798
3717,赁,65,0.0004,99.679
3718,炬,65,0.0004,99.6786
3719,蜷,65,0.0004,99.6782
3720,铬,65,0.0004,99.6758
3721,擎,65,0.0004,99.6778
3722,鼾,65,0.0004,99.6774
3723,髻,65,0.0004,99.6766
3724,樟,65,0.0004,99.6762
3725,蛎,65,0.0004,99.677
3726,伢,64,0.0004,99.685
3727,仕,64,0.0004,99.6846
3728,佧,64,0.0004,99.6842
3729,焘,64,0.0004,99.6838
3730,槟,64,0.0004,99.6834
3731,跤,64,0.0004,99.683
3732,缰,64,0.0004,99.6854
3733,悸,64,0.0004,99.6806
3734,佼,64,0.0004,99.6826
3735,姗,64,0.0004,99.6822
3736,曦,64,0.0004,99.6818
3737,隍,64,0.0004,99.6814
3738,隅,64,0.0004,99.6802
3739,诙,64,0.0004,99.681
3740,镑,63,0.0004,99.6862
3741,猕,63,0.0004,99.6898
3742,恃,63,0.0004,99.6894
3743,妩,63,0.0004,99.689
3744,匾,63,0.0004,99.6858
3745,蜥,63,0.0004,99.6886
3746,迥,63,0.0004,99.6902
3747,娓,63,0.0004,99.6882
3748,锚,63,0.0004,99.6878
3749,淞,63,0.0004,99.6874
3750,琪,63,0.0004,99.687
3751,胥,63,0.0004,99.6866
3752,痢,62,0.0004,99.6938
3753,癖,62,0.0004,99.6958
3754,芍,62,0.0004,99.6954
3755,渝,62,0.0004,99.695
3756,骋,62,0.0004,99.6946
3757,螳,62,0.0004,99.6942
3758,阑,62,0.0004,99.6966
3759,梓,62,0.0004,99.6906
3760,螃,62,0.0004,99.691
3761,娠,62,0.0004,99.6934
3762,瘠,62,0.0004,99.6962
3763,辘,62,0.0004,99.6926
3764,箕,62,0.0004,99.6922
3765,忏,62,0.0004,99.6918
3766,搐,62,0.0004,99.6914
3767,妾,62,0.0004,99.693
3768,汐,61,0.0004,99.7018
3769,篆,61,0.0004,99.7014
3770,撂,61,0.0004,99.701
3771,哽,61,0.0004,99.7006
3772,甥,61,0.0004,99.7002
3773,咄,61,0.0004,99.7022
3774,豌,61,0.0004,99.699
3775,铮,61,0.0004,99.697
3776,拄,61,0.0004,99.7026
3777,粽,61,0.0004,99.6974
3778,纫,61,0.0004,99.6978
3779,渭,61,0.0004,99.6982
3780,褒,61,0.0004,99.6998
3781,耙,61,0.0004,99.6986
3782,翕,61,0.0004,99.6994
3783,沓,60,0.0004,99.709
3784,汕,60,0.0004,99.7086
3785,掰,60,0.0004,99.7082
3786,甄,60,0.0004,99.7078
3787,睿,60,0.0004,99.7074
3788,嵩,60,0.0004,99.707
3789,憔,60,0.0004,99.703
3790,巅,60,0.0004,99.7066
3791,驿,60,0.0004,99.7094
3792,箩,60,0.0004,99.7038
3793,悴,60,0.0004,99.7042
3794,膈,60,0.0004,99.7046
3795,忖,60,0.0004,99.705
3796,忡,60,0.0004,99.7062
3797,霓,60,0.0004,99.7054
3798,瞌,60,0.0004,99.7058
3799,镐,60,0.0004,99.7034
3800,琉,59,0.0004,99.715
3801,瑾,59,0.0004,99.7146
3802,钴,59,0.0004,99.7142
3803,桅,59,0.0004,99.7138
3804,萼,59,0.0004,99.7134
3805,媛,59,0.0004,99.7122
3806,吮,59,0.0004,99.713
3807,篙,59,0.0004,99.7154
3808,篝,59,0.0004,99.7098
3809,锵,59,0.0004,99.7102
3810,踵,59,0.0004,99.7106
3811,祛,59,0.0004,99.711
3812,奄,59,0.0004,99.7114
3813,丐,59,0.0004,99.7126
3814,臧,59,0.0004,99.7118
3815,耷,58,0.0004,99.7206
3816,浏,58,0.0004,99.7202
3817,毗,58,0.0004,99.7198
3818,磋,58,0.0004,99.7194
3819,擞,58,0.0004,99.7158
3820,纂,58,0.0004,99.719
3821,叱,58,0.0004,99.721
3822,淙,58,0.0004,99.7214
3823,彗,58,0.0004,99.7186
3824,钨,58,0.0004,99.7178
3825,蹙,58,0.0004,99.7174
3826,谚,58,0.0004,99.717
3827,熵,58,0.0004,99.7166
3828,遁,58,0.0004,99.7162
3829,滕,58,0.0004,99.7182
3830,枷,57,0.0004,99.7238
3831,敝,57,0.0004,99.7234
3832,虱,57,0.0004,99.7242
3833,涮,57,0.0004,99.723
3834,馅,57,0.0004,99.7218
3835,冗,57,0.0004,99.7226
3836,蟒,57,0.0004,99.7246
3837,盹,57,0.0004,99.7222
3838,嗔,56,0.0004,99.7298
3839,惴,56,0.0004,99.7282
3840,萦,56,0.0004,99.729
3841,藕,56,0.0004,99.7278
3842,埂,56,0.0004,99.725
3843,赡,56,0.0004,99.7274
3844,鳗,56,0.0004,99.7294
3845,薰,56,0.0004,99.727
3846,嚏,56,0.0004,99.7266
3847,摒,56,0.0004,99.7262
3848,彤,56,0.0004,99.7258
3849,蘖,56,0.0004,99.7254
3850,跷,56,0.0004,99.7286
3851,腭,55,0.0004,99.7362
3852,泾,55,0.0004,99.7358
3853,钵,55,0.0004,99.7354
3854,窠,55,0.0004,99.735
3855,伫,55,0.0004,99.7346
3856,谟,55,0.0004,99.7342
3857,蚪,55,0.0004,99.7302
3858,诅,55,0.0004,99.7334
3859,玺,55,0.0004,99.7366
3860,缨,55,0.0004,99.7326
3861,儡,55,0.0004,99.7322
3862,蝌,55,0.0004,99.7318
3863,祯,55,0.0004,99.737
3864,蛐,55,0.0004,99.7314
3865,亘,55,0.0004,99.7338
3866,冕,55,0.0004,99.731
3867,暨,55,0.0004,99.7306
3868,怦,55,0.0004,99.733
3869,佯,54,0.0003,99.7439
3870,跚,54,0.0003,99.7436
3871,匡,54,0.0003,99.7433
3872,坳,54,0.0003,99.743
3873,8,54,0.0003,99.7409
3874,诃,54,0.0003,99.7427
3875,晖,54,0.0003,99.7448
3876,楣,54,0.0003,99.7424
3877,蹂,54,0.0003,99.7421
3878,泯,54,0.0003,99.7418
3879,觑,54,0.0003,99.7385
3880,邬,54,0.0003,99.7442
3881,掸,54,0.0003,99.7445
3882,娩,54,0.0003,99.7415
3883,7,54,0.0003,99.7406
3884,锗,54,0.0003,99.7403
3885,憩,54,0.0003,99.74
3886,匍,54,0.0003,99.7397
3887,仨,54,0.0003,99.7394
3888,傀,54,0.0003,99.7391
3889,耘,54,0.0003,99.7388
3890,镭,54,0.0003,99.7373
3891,讪,54,0.0003,99.7382
3892,殃,54,0.0003,99.7412
3893,匐,54,0.0003,99.7379
3894,啕,54,0.0003,99.7376
3895,筱,53,0.0003,99.7484
3896,颚,53,0.0003,99.7457
3897,漱,53,0.0003,99.7466
3898,_,53,0.0003,99.7451
3899,畦,53,0.0003,99.7481
3900,獗,53,0.0003,99.7487
3901,唏,53,0.0003,99.7478
3902,犷,53,0.0003,99.7475
3903,熠,53,0.0003,99.7472
3904,咂,53,0.0003,99.7454
3905,侥,53,0.0003,99.7469
3906,桉,53,0.0003,99.7463
3907,勐,53,0.0003,99.746
3908,黍,52,0.0003,99.7535
3909,盅,52,0.0003,99.7532
3910,蹒,52,0.0003,99.7526
3911,幌,52,0.0003,99.752
3912,寐,52,0.0003,99.7517
3913,囿,52,0.0003,99.7514
3914,慑,52,0.0003,99.7529
3915,筝,52,0.0003,99.749
3916,闰,52,0.0003,99.7511
3917,貂,52,0.0003,99.7508
3918,蔷,52,0.0003,99.7505
3919,谏,52,0.0003,99.7496
3920,癫,52,0.0003,99.7502
3921,佬,52,0.0003,99.7523
3922,（,52,0.0003,99.7499
3923,噎,52,0.0003,99.7493
3924,唆,51,0.0003,99.7559
3925,袒,51,0.0003,99.7556
3926,麸,51,0.0003,99.7553
3927,蚜,51,0.0003,99.7538
